PMV,PPD,SET,To inferior,To superior,People HeatGain,TO
0.746415075,16.73158009,28.77597809,19.70081329,24.00436401,1529,25.50492795
0.70153075,15.35066887,28.40595245,19.86045837,24.20520782,1529,25.53384425
0.713112895,15.69870271,28.474617,19.84500885,24.18804169,1529,25.57837768
0.726696388,16.11424077,28.55949402,19.82784271,24.1651535,1529,25.62664729
0.738024826,16.46686335,28.64055634,19.79866028,24.127388,1146.75,25.64227679
0.748624912,16.80180383,28.73783112,19.75345612,24.07131195,764.5,25.62589381
0.755445123,17.019854,28.78360748,19.74315643,24.05757904,1146.75,25.64715056
0.777771679,17.74756614,28.8980484,19.73114014,24.04327393,1529,25.74165668
0.825704654,19.38140528,29.12883759,19.71569061,24.02038574,1529,25.91363051
0.863767428,20.74755378,29.29096222,19.71683502,24.02553558,1529,26.07184983
0.873700366,21.11396147,29.31575775,19.73056793,24.04270172,1529,26.14823421
0.826412158,19.40624703,29.0802002,19.77519989,24.09763336,1529,26.05775079
0.707321997,15.52396781,28.64437103,19.64759827,23.93569946,1529,25.18574689
0.689261313,14.98829817,28.43265533,19.76203918,24.08103943,1529,25.28313666
0.702948416,15.39295777,28.50131989,19.76089478,24.0776062,1529,25.35761579
0.718794801,15.87155362,28.59668732,19.74544525,24.05929565,1529,25.43001669
0.730952901,16.24608731,28.67870331,19.72370148,24.03411865,1146.75,25.46570046
0.729014262,16.18594091,28.65962982,19.73114014,24.04499054,764.5,25.46859218
0.762116569,17.23507358,28.87897491,19.6767807,23.97232056,1146.75,25.53947303
0.912977243,22.60240637,29.60758209,19.63100433,23.91738892,1529,26.02847852
0.976131699,25.12552996,29.93946075,19.60754395,23.88591766,1529,26.26059614
0.917083343,22.76162816,29.60948944,19.65389252,23.94485474,1529,26.16469465
0.830994305,19.56764275,29.12883759,19.739151,24.05014038,1529,25.99591386
0.871025678,21.01489684,29.29286957,19.73972321,24.0524292,1529,26.146275
0.766029917,17.36220248,28.99723053,19.60296631,23.88305664,1529,25.45340801
0.72259775,15.98802092,28.58142853,19.7769165,24.10335541,1529,25.51204925
0.734306301,16.35050813,28.64627838,19.77005005,24.09362793,1529,25.56862386
0.747584729,16.76872306,28.72638702,19.75860596,24.07646179,1529,25.625225
0.748863009,16.80938253,28.72829437,19.76318359,24.08218384,1146.75,25.64364422
0.73612035,16.40719681,28.62911224,19.79980469,24.13024902,764.5,25.63394421
0.755735172,17.02917138,28.76644135,19.76089478,24.0776062,1146.75,25.6714875
0.950975634,24.10162647,29.73537445,19.66247559,23.95401001,1529,26.25008625
1.096645527,30.36075175,30.55362701,19.58007813,23.85215759,1529,26.69150219
1.09715919,30.38417933,30.53741455,19.59438324,23.86989594,1529,26.76305152
0.993881571,25.86273933,29.91085052,19.68593597,23.98147583,1529,26.56337494
0.958053017,24.38718952,29.6628952,19.74544525,24.05872345,1529,26.52622772
0.767093317,17.39686108,28.97052765,19.63100433,23.91796112,1529,25.51170354
0.729800251,16.21030679,28.61385345,19.78263855,24.10793304,1529,25.56429789
0.735184854,16.37794507,28.63292694,19.79236603,24.12052155,1529,25.61541794
0.746817429,16.74435042,28.70159149,19.78206635,24.10736084,1529,25.66738792
0.749583157,16.83231977,28.70922089,19.78549957,24.11022186,1146.75,25.68449438
0.744043404,16.65644651,28.67488861,19.79293823,24.12109375,764.5,25.66973586
0.764174453,17.30184441,28.8236618,19.74487305,24.05872345,1146.75,25.69582382
0.89390838,21.87191406,29.43210602,19.69738007,23.99978638,1529,26.10947684
0.940826848,23.69558204,29.67624664,19.67735291,23.97460938,1529,26.2899971
0.91519653,22.68837908,29.51221466,19.71683502,24.02610779,1529,26.28433544
0.910457763,22.50504542,29.4588089,19.74544525,24.05872345,1529,26.32358687
0.895668822,21.93873453,29.37297821,19.76776123,24.08733368,1529,26.31946631
0.751206749,16.88411393,28.84464264,19.66991425,23.96373749,1529,25.48317193
0.716135691,15.79048691,28.51657867,19.81525421,24.14913177,1529,25.53931897
0.726631269,16.11222975,28.57189178,19.81124878,24.14283752,1529,25.59574798
0.742729715,16.61493316,28.67679596,19.78607178,24.11136627,1529,25.65083297
0.743014118,16.6239142,28.66153717,19.79923248,24.127388,1146.75,25.66981636
0.725648943,16.08191536,28.53374481,19.85015869,24.1897583,764.5,25.6572816
0.740134961,16.53315494,28.63483429,19.81525421,24.14913177,1146.75,25.68156595
0.789436818,18.13622666,28.91139984,19.76089478,24.07989502,1529,25.81862972
0.862876237,20.71487859,29.27570343,19.71969604,24.02667999,1529,26.05500509
