PMV,PPD,SET,To inferior,To superior,People HeatGain,TO
0.450643595,9.237789629,26.37462616,21.51355743,25.08468628,1209.6,24.89544844
0.476171231,9.735282624,26.46808624,21.54445648,25.11901855,1209.6,25.07757404
0.484422309,9.9020893,26.46427155,21.58966064,25.17623901,1209.6,25.23352049
0.494534407,10.11052598,26.47571564,21.63829803,25.23403168,1209.6,25.39699781
0.509738186,10.43222874,26.53675079,21.65660858,25.25577545,907.2,25.53285194
0.530755406,10.89340195,26.66072845,21.63658142,25.23117065,604.8,25.62437246
0.542358158,11.15618985,26.70841217,21.64402008,25.24089813,907.2,25.71269896
0.584491967,12.15954253,26.86290741,21.66233063,25.26264191,1209.6,25.88807591
0.664908489,14.288332,27.20050812,21.65374756,25.25234222,1209.6,26.15102835
0.74329418,16.63276154,27.52285004,21.65374756,25.25234222,1209.6,26.41448275
0.771105699,17.52806797,27.6391983,21.65603638,25.25405884,1209.6,26.5307981
0.692371768,15.07954833,27.27108002,21.70352936,25.31414032,1209.6,26.40556928
0.435352079,8.953212539,26.29833221,21.51355743,25.08525848,1209.6,24.82278424
0.477659473,9.765152363,26.48906708,21.52843475,25.09841919,1209.6,25.04765359
0.494916661,10.11849185,26.55010223,21.55704498,25.13504028,1209.6,25.22283167
0.510928463,10.45783605,26.59778595,21.59194946,25.17852783,1209.6,25.40226808
0.526302981,10.79410799,26.66072845,21.61483765,25.20313263,907.2,25.54601549
0.539232058,11.08481361,26.71031952,21.62342072,25.21800995,604.8,25.65089205
0.65801117,14.09474996,27.22148895,21.60625458,25.19397736,907.2,26.00181843
0.881062947,21.38817551,28.23429108,21.56620026,25.1493454,1209.6,26.61828339
0.975858651,25.11428412,28.71875763,21.53930664,25.11615753,1209.6,26.91984622
0.911454338,22.54352569,28.34682465,21.58794403,25.1745224,1209.6,26.88452914
0.835554289,19.72913101,27.85663605,21.69208527,25.29983521,1209.6,26.87299811
0.865551935,20.81308083,27.94723511,21.71039581,25.32329559,1209.6,26.97943238
0.512922583,10.50087433,26.72176361,21.48723602,25.050354,1209.6,25.1854179
0.505930863,10.35073041,26.58634186,21.57592773,25.15964508,1209.6,25.33421932
0.51377103,10.51923817,26.59397125,21.61655426,25.20828247,1209.6,25.47475696
0.528263601,10.83772619,26.64737701,21.63543701,25.23059845,1209.6,25.60878659
0.53911345,11.08211385,26.69315338,21.64745331,25.24547577,907.2,25.70063722
0.541114661,11.12774716,26.66454315,21.69094086,25.29754639,604.8,25.80779434
0.609617446,12.79452708,26.93824768,21.68807983,25.29525757,907.2,26.037151
0.911256059,22.53586643,28.31439972,21.59423828,25.18024445,1209.6,26.78171274
1.100716707,30.54668054,29.3844223,21.50497437,25.07324219,1209.6,27.26826601
1.114283817,31.17033492,29.42733765,21.51412964,25.0869751,1209.6,27.40291092
1.012607546,26.65350519,28.764534,21.60339355,25.19283295,1209.6,27.30043149
0.998103125,26.03984873,28.5528183,21.67491913,25.27923584,1209.6,27.37878655
0.513637452,10.51634492,26.70841217,21.49581909,25.06351471,1209.6,25.2152383
0.508576587,10.40729748,26.59397125,21.58508301,25.16880035,1209.6,25.37291508
0.518535429,10.62293751,26.61495209,21.62227631,25.21286011,1209.6,25.51923221
0.53275991,10.93838478,26.66454315,21.64173126,25.2374649,1209.6,25.65013226
0.542596649,11.16165254,26.69506073,21.66061401,25.2620697,907.2,25.75232078
0.549426968,11.31914888,26.71794891,21.67491913,25.27980804,604.8,25.82371488
0.636912013,13.5153764,27.09178925,21.65603638,25.25405884,907.2,26.08197611
0.847845638,20.16874656,27.99968719,21.62227631,25.2122879,1209.6,26.66293939
0.941010639,23.70289912,28.44982147,21.59824371,25.18482208,1209.6,26.97843205
0.952869237,24.17783789,28.42693329,21.64058685,25.2363205,1209.6,27.14101896
0.988731806,25.64760828,28.51085663,21.67606354,25.28095245,1209.6,27.35678802
0.968640841,24.81805681,28.37352753,21.70982361,25.32272339,1209.6,27.38000532
0.489999248,10.01649855,26.51004791,21.56963348,25.15048981,1209.6,25.21377594
0.496786321,10.15754496,26.50814056,21.61655426,25.20885468,1209.6,25.370502
0.508849865,10.41315758,26.53388977,21.65660858,25.25577545,1209.6,25.52721558
0.521484564,10.68761894,26.58443451,21.67491913,25.27694702,1209.6,25.6479875
0.535601529,11.00245143,26.64546967,21.6835022,25.28953552,907.2,25.75975859
0.528866824,10.85117966,26.56917572,21.73442841,25.3484726,604.8,25.81556023
0.540213247,11.10717089,26.62830353,21.73156738,25.34790039,907.2,25.88789573
0.674012581,14.54700454,27.17952728,21.70009613,25.30670166,1209.6,26.26278264
0.843202107,20.0019241,27.95295715,21.64402008,25.24261475,1209.6,26.74427245
0.923542344,23.01346071,28.24764252,21.66748047,25.27179718,1209.6,27.08741328
1.01761782,26.86731972,28.61766815,21.68178558,25.28839111,1209.6,27.44034023
1.061780754,28.79200378,28.79314423,21.68521881,25.29239655,1209.6,27.62090265
0.525086798,10.76713501,26.82666779,21.45290375,25.00915527,1209.6,25.18586052
0.506247141,10.35747667,26.58824921,21.58050537,25.1619339,1209.6,25.34332371
0.517152391,10.59273388,26.60923004,21.61941528,25.20999908,1209.6,25.50372792
0.536388722,11.02026122,26.69124603,21.63314819,25.22888184,1209.6,25.66185255
0.551375084,11.36443995,26.73892975,21.65775299,25.26092529,907.2,25.79688498
0.598562197,12.51175747,26.9411087,21.65718079,25.25634766,604.8,25.98271524
0.780305736,17.83150423,27.71167755,21.62799835,25.21915436,907.2,26.48023888
0.938070367,23.58600179,28.4154892,21.60339355,25.19283295,1209.6,26.91615201
0.976763113,25.15154663,28.56044769,21.61655426,25.20885468,1209.6,27.11510846
1.014322896,26.72660234,28.62911224,21.66061401,25.2620697,1209.6,27.31713094
0.980368514,25.30039781,28.56235504,21.63200378,25.22716522,1209.6,27.23629081
0.749416097,16.82699683,27.46372223,21.74816132,25.36792755,1209.6,26.76529901
0.482441948,9.86178575,26.51386261,21.52843475,25.10070801,1209.6,25.08543818
0.492658415,10.07152333,26.51386261,21.58107758,25.16536713,1209.6,25.25973317
0.501801569,10.26304841,26.52244568,21.62570953,25.21915436,1209.6,25.42192662
0.514374628,10.53232142,26.55773163,21.66061401,25.2620697,1209.6,25.57761295
0.520760751,10.67170918,26.55773163,21.69780731,25.30555725,907.2,25.6895343
0.508999847,10.4163751,26.47380829,21.73557281,25.35247803,604.8,25.70000263
0.526428498,10.7968954,26.57108307,21.71669006,25.33187866,907.2,25.77117049
0.54198011,11.14753563,26.66072845,21.70009613,25.30670166,1209.6,25.83367489
0.548135148,11.28920651,26.67789459,21.71611786,25.32730103,1209.6,25.90702577
0.552733411,11.39611659,26.69315338,21.72698975,25.34275055,1209.6,25.96864255
0.551815597,11.37470409,26.67980194,21.74301147,25.35877228,1209.6,25.98901137
0.5486359,11.30080457,26.64928436,21.75960541,25.37994385,1209.6,26.00511198
0.360312321,7.701960678,25.89969635,21.54445648,25.11959076,1209.6,24.47312814
0.457863445,9.375646871,26.45282745,21.4597702,25.01888275,1209.6,24.76864972
0.479370239,9.799606295,26.54438019,21.47922516,25.04348755,1209.6,24.95233847
0.48895361,9.994945337,26.54438019,21.52957916,25.10356903,1209.6,25.12665654
0.48797066,9.974727313,26.48525238,21.58908844,25.1750946,907.2,25.25223523
0.482495592,9.862875275,26.41658783,21.64058685,25.2368927,604.8,25.32797581
0.479568701,9.80361139,26.37271881,21.67606354,25.28095245,907.2,25.39014239
0.482623424,9.865472052,26.3841629,21.68521881,25.29067993,1209.6,25.43148171
0.49329433,10.08472724,26.43947601,21.67663574,25.28152466,1209.6,25.47963388
0.492386633,10.06588548,26.42230988,21.69952393,25.30555725,1209.6,25.51794146
0.489691865,10.01015772,26.39369965,21.71611786,25.32958984,1209.6,25.53885359
0.496313418,10.14765277,26.43375397,21.7092514,25.31585693,1209.6,25.5633753
0.237165813,6.167202113,25.26073456,21.58222198,25.16651154,1209.6,23.89168631
0.447649653,9.181280546,26.60923004,21.28982544,24.81117249,1209.6,24.31006153
0.496082956,10.14283547,26.97925568,21.23775482,24.74937439,1209.6,24.5112983
0.50130841,10.25262586,26.90105438,21.30413055,24.82833862,1209.6,24.7036517
0.501068762,10.24756489,26.79042816,21.37508392,24.91474152,907.2,24.85423199
0.507574699,10.38584094,26.79042816,21.40197754,24.94907379,604.8,24.96502301
0.501499221,10.25665728,26.6740799,21.47064209,25.03433228,907.2,25.08133712
0.487580867,9.966721328,26.51386261,21.55647278,25.13275146,1209.6,25.17578616
0.48366729,9.886703487,26.44710541,21.61026001,25.20198822,1209.6,25.27169183
0.482422975,9.861400441,26.40323639,21.65374756,25.25234222,1209.6,25.35555284
0.48269875,9.867002536,26.38225555,21.68235779,25.28896332,1209.6,25.41999242
0.4875373,9.965826901,26.39369965,21.70124054,25.31414032,1209.6,25.49594083
0.322040422,7.15626284,25.80051422,21.43630981,24.99198914,1209.6,24.10833698
0.474896095,9.709765999,26.76563263,21.29154205,24.81746674,1209.6,24.50311849
0.486603025,9.946666197,26.75228119,21.34647369,24.88040924,1209.6,24.70239164
0.480091563,9.814171227,26.5920639,21.44489288,25.00114441,1209.6,24.88773074
0.485504546,9.924186088,26.55200958,21.50325775,25.07152557,907.2,25.0395005
0.487091799,9.956685598,26.51958466,21.5473175,25.12302399,604.8,25.14986718
0.483945805,9.892376223,26.46045685,21.5970993,25.18424988,907.2,25.24427059
0.484616609,9.906052735,26.43184662,21.63143158,25.22716522,1209.6,25.31866751
0.487729339,9.969770036,26.42612457,21.6583252,25.2614975,1209.6,25.40547242
0.490900704,10.03511772,26.42612457,21.68464661,25.29010773,1209.6,25.47895145
0.499615272,10.21692267,26.46808624,21.68235779,25.28896332,1209.6,25.53003112
0.505648365,10.34470831,26.49097443,21.69208527,25.29983521,1209.6,25.59359187
0.304449575,6.926288874,25.62885284,21.55761719,25.13790131,1209.6,24.26365492
0.452604259,9.275005082,26.46999359,21.41914368,24.96738434,1209.6,24.64569013
0.47516321,9.715105411,26.56726837,21.43859863,24.99256134,1209.6,24.83618457
0.477077622,9.753462971,26.49669647,21.51870728,25.0875473,1209.6,25.0252325
0.478799159,9.788091018,26.43947601,21.5845108,25.16708374,907.2,25.17852434
0.477549568,9.762943256,26.3841629,21.64173126,25.23975372,604.8,25.29597239
0.475045019,9.712742496,26.33266449,21.69952393,25.30612946,907.2,25.40065275
0.481397674,9.840601241,26.35173798,21.71726227,25.33245087,1209.6,25.48866177
0.488564474,9.986936323,26.37462616,21.73843384,25.35762787,1209.6,25.57945264
0.494326118,10.10618807,26.3917923,21.75159454,25.37593842,1209.6,25.64583797
0.493703941,10.09324151,26.37462616,21.77505493,25.40111542,1209.6,25.68606007
0.49530336,10.12655675,26.38034821,21.78421021,25.41027069,1209.6,25.71820218
0.257421509,6.375665754,25.38280487,21.58794403,25.1745224,1209.6,24.07925885
0.449010808,9.206923823,26.50051117,21.37508392,24.91416931,1209.6,24.51551316
0.482415893,9.861256631,26.69887543,21.36592865,24.90501404,1209.6,24.71999733
0.481026075,9.833074187,26.57489777,21.4597702,25.01888275,1209.6,24.92247359
0.478734863,9.786795419,26.46999359,21.54788971,25.12531281,907.2,25.09960556
0.478648653,9.785058538,26.41658783,21.60739899,25.19683838,604.8,25.22294716
0.48252076,9.863386482,26.40895844,21.6468811,25.24490356,907.2,25.33653423
0.487607418,9.967266456,26.40705109,21.67892456,25.28152466,1209.6,25.4397586
0.495420144,10.12899364,26.43184662,21.70410156,25.31414032,1209.6,25.54945758
0.502628411,10.28054668,26.44519806,21.73156738,25.3484726,1209.6,25.65180815
0.506149564,10.35539489,26.44519806,21.75617218,25.37708282,1209.6,25.7260711
0.506502579,10.36292838,26.44138336,21.76990509,25.39310455,1209.6,25.76318431
0.285250773,6.690230789,25.55065155,21.534729,25.10700226,1209.6,24.11962906
0.462496185,9.465287152,26.61972046,21.34075165,24.87125397,1209.6,24.52618189
0.489054751,9.997028037,26.77135468,21.34189606,24.87869263,1209.6,24.71359462
0.491214835,10.04161419,26.69315338,21.41113281,24.96109009,1209.6,24.88886182
0.496009939,10.1413097,26.64928436,21.46892548,25.02861023,907.2,25.03582311
0.496206164,10.14541058,26.59397125,21.51927948,25.08869171,604.8,25.14618155
0.485904242,9.932359749,26.46999359,21.58966064,25.17623901,907.2,25.23967308
0.477290319,9.757734367,26.38034821,21.64745331,25.24662018,1209.6,25.31016847
0.478463086,9.781320991,26.36127472,21.68235779,25.28896332,1209.6,25.3935229
0.483032944,9.873795758,26.37367249,21.70009613,25.30670166,1209.6,25.46175185
0.483138935,9.875951281,26.35936737,21.72012329,25.33359528,1209.6,25.50758497
0.481706625,9.846863838,26.33457184,21.74472809,25.36621094,1209.6,25.5482212
0.185760123,5.715394137,25.05664825,21.60110474,25.19226074,1209.6,23.80237206
0.45715824,9.362082682,26.68170929,21.27552032,24.79629517,1209.6,24.3425792
0.499592843,10.21645054,26.98497772,21.24404907,24.75795746,1209.6,24.54857871
0.495710467,10.13505427,26.81331635,21.34075165,24.87182617,1209.6,24.74877885
0.492762328,10.07367975,26.66835785,21.4345932,24.98626709,907.2,24.93411714
0.489705863,10.01044639,26.57680511,21.50382996,25.07209778,604.8,25.07354736
0.487656631,9.968276922,26.50623322,21.55990601,25.14019012,907.2,25.17835805
0.490355714,10.02385701,26.47380829,21.61655426,25.20885468,1209.6,25.32710839
0.497901414,10.1809087,26.47380829,21.66633606,25.26836395,1209.6,25.48434198
0.505635273,10.34442932,26.47762299,21.71039581,25.32329559,1209.6,25.62834694
0.515796156,10.56319596,26.51195526,21.72641754,25.34217834,1209.6,25.72420098
0.525640804,10.77941402,26.56536102,21.72527313,25.33931732,1209.6,25.78655164
0.394293055,8.238739502,26.14574432,21.44489288,25.00114441,1209.6,24.42809433
0.468793279,9.588613722,26.5920639,21.38824463,24.93247986,1209.6,24.67859148
0.478604221,9.78416349,26.58634186,21.44031525,24.99256134,1209.6,24.85956957
0.483372498,9.880702875,26.54247284,21.50497437,25.07324219,1209.6,25.04213217
0.487183468,9.958565857,26.50623322,21.56276703,25.14133453,907.2,25.1887943
0.491912045,10.05604825,26.48715973,21.60625458,25.19340515,604.8,25.30112452
0.505169058,10.33449869,26.53865814,21.62342072,25.21800995,907.2,25.42972405
0.520733236,10.67110482,26.60732269,21.64001465,25.2363205,1209.6,25.56603804
0.667246606,14.35442189,27.2233963,21.62227631,25.2122879,1209.6,25.99321723
0.702995775,15.39437197,27.4684906,21.5719223,25.15048981,1209.6,26.10722614
0.532924262,10.9420807,26.59778595,21.72584534,25.33988953,1209.6,25.83520455
0.516215663,10.57232406,26.46999359,21.79107666,25.41999817,1209.6,25.86277323
0.431018119,8.87438429,26.3174057,21.46320343,25.02288818,1209.6,24.6559028
0.471839603,9.648888256,26.5253067,21.46034241,25.01945496,1209.6,24.86096034
0.480679198,9.826053286,26.51386261,21.51927948,25.08869171,1209.6,25.04966301
0.485384233,9.921727081,26.46808624,21.59194946,25.17795563,1209.6,25.24021408
0.48815671,9.978550925,26.44138336,21.64115906,25.2374649,907.2,25.36152001
0.489015857,9.996227082,26.41849518,21.67606354,25.28095245,604.8,25.44356849
0.498660731,10.19684887,26.4547348,21.69151306,25.299263,907.2,25.53910557
0.513156772,10.50594001,26.5253067,21.69723511,25.30498505,1209.6,25.64829491
0.516627857,10.58130045,26.51386261,21.73442841,25.3490448,1209.6,25.74755409
0.52255808,10.71125709,26.51576996,21.76876068,25.39196014,1209.6,25.85311047
0.529258668,10.85992727,26.53865814,21.78478241,25.4114151,1209.6,25.93567672
