PMV,PPD,SET,To inferior,To superior,People HeatGain,TO
-0.44,9.038647818,23.71,24.48,27.7,1134,24.84229414
-0.43,8.855983209,23.8,24.5,27.74,1134,24.94621317
-0.42,8.677611196,23.86,24.52,27.76,850.5,25.0116334
-0.42,8.677611196,23.87,24.53,27.79,567,25.03913956
-0.4,8.333726161,23.94,24.52,27.78,850.5,25.09854137
-0.36,7.697255433,24.07,24.46,27.69,1134,25.19339531
-0.33,7.264631012,24.17,24.46,27.67,1134,25.28243637
-0.32,7.128915432,24.23,24.47,27.72,1134,25.36039056
-0.32,7.128915432,24.28,24.51,27.75,1134,25.42674891
-0.31,6.997437642,24.32,24.53,27.8,1134,25.48108512
-0.45,9.225609576,23.51,24.23,27.37,1134,24.49918801
-0.46,9.4168729,23.57,24.39,27.59,1134,24.6530893
-0.45,9.225609576,23.66,24.42,27.65,1134,24.77059231
-0.43,8.855983209,23.75,24.48,27.68,1134,24.87672058
-0.42,8.677611196,23.81,24.48,27.73,850.5,24.94209334
-0.42,8.677611196,23.82,24.5,27.73,567,24.97070861
-0.4,8.333726161,23.9,24.47,27.7,850.5,25.03199831
-0.36,7.697255433,24.03,24.41,27.64,1134,25.12955677
-0.34,7.404589468,24.12,24.42,27.64,1134,25.21996559
-0.32,7.128915432,24.19,24.46,27.68,1134,25.30223737
-0.31,6.997437642,24.26,24.46,27.69,1134,25.37502105
-0.3,6.870192586,24.31,24.47,27.71,1134,25.43624745
-0.45,9.225609576,23.48,24.13,27.27,1134,24.42586435
-0.47,9.612442056,23.53,24.36,27.56,1134,24.59993511
-0.46,9.4168729,23.61,24.42,27.64,1134,24.72099108
-0.44,9.038647818,23.72,24.43,27.65,1134,24.82922173
-0.43,8.855983209,23.77,24.48,27.7,850.5,24.89664971
-0.44,9.038647818,23.77,24.51,27.75,567,24.92501927
-0.42,8.677611196,23.83,24.52,27.73,850.5,24.98370673
-0.38,8.00695416,23.95,24.47,27.72,1134,25.07703489
-0.36,7.697255433,24.04,24.47,27.7,1134,25.16377842
-0.36,7.697255433,24.09,24.49,27.73,1134,25.23957572
-0.35,7.548795904,24.14,24.53,27.8,1134,25.30386356
-0.35,7.548795904,24.18,24.56,27.82,1134,25.35707349
-0.52,10.65501193,23.26,24.26,27.42,1134,24.26339208
-0.51,10.43785609,23.36,24.38,27.57,1134,24.43218149
-0.5,10.22502455,23.46,24.42,27.63,1134,24.55690223
-0.47,9.612442056,23.57,24.41,27.62,1134,24.67170931
-0.45,9.225609576,23.65,24.43,27.63,850.5,24.74636421
-0.44,9.038647818,23.69,24.41,27.63,567,24.78287659
-0.41,8.503527106,23.77,24.38,27.59,850.5,24.84720072
-0.38,8.00695416,23.89,24.36,27.56,1134,24.95491587
-0.35,7.548795904,24,24.35,27.54,1134,25.05724247
-0.33,7.264631012,24.09,24.36,27.56,1134,25.15238584
-0.31,6.997437642,24.18,24.37,27.55,1134,25.23907924
-0.29,6.747175251,24.26,24.36,27.53,1134,25.31431697
-0.4,8.333726161,23.65,24.12,27.25,1134,24.58360895
-0.44,9.038647818,23.65,24.36,27.56,1134,24.71872428
-0.42,8.677611196,23.75,24.39,27.57,1134,24.82805965
-0.39,8.168203493,23.85,24.37,27.59,1134,24.93026645
-0.38,8.00695416,23.92,24.37,27.59,850.5,24.99214313
-0.37,7.849973157,23.94,24.39,27.58,567,25.01788048
-0.33,7.264631012,24.04,24.32,27.5,850.5,25.07711261
-0.3,6.870192586,24.16,24.28,27.45,1134,25.17489347
-0.25,6.297284929,24.32,24.22,27.4,1134,25.30580345
-0.21,5.914655354,24.44,24.21,27.38,1134,25.40379467
-0.28,6.628380675,24.36,24.39,27.59,1134,25.43743958
-0.29,6.747175251,24.37,24.47,27.71,1134,25.50125867
-0.33,7.264631012,23.94,24.13,27.24,1134,24.86748183
-0.38,8.00695416,23.9,24.41,27.6,1134,24.98528669
-0.38,8.00695416,23.96,24.45,27.68,1134,25.08294305
-0.35,7.548795904,24.07,24.44,27.66,1134,25.17421825
-0.33,7.264631012,24.13,24.42,27.64,850.5,25.22193283
-0.34,7.404589468,24.13,24.44,27.65,567,25.23417257
-0.32,7.128915432,24.19,24.41,27.61,850.5,25.28009236
-0.29,6.747175251,24.29,24.37,27.58,1134,25.36427466
-0.28,6.628380675,24.36,24.4,27.62,1134,25.44216091
-0.26,6.403440292,24.42,24.42,27.65,1134,25.51286404
-0.25,6.297284929,24.48,24.42,27.64,1134,25.57584548
-0.26,6.403440292,24.5,24.47,27.71,1134,25.62879805
-0.4,8.333726161,23.73,24.26,27.43,1134,24.74040143
-0.44,9.038647818,23.73,24.47,27.71,1134,24.86109497
-0.42,8.677611196,23.81,24.51,27.75,1134,24.95807749
-0.4,8.333726161,23.9,24.5,27.73,1134,25.04400989
-0.38,8.00695416,23.96,24.47,27.71,850.5,25.0915097
-0.39,8.168203493,23.96,24.49,27.73,567,25.10742124
-0.38,8.00695416,24.01,24.5,27.73,850.5,25.15694318
-0.34,7.404589468,24.13,24.45,27.68,1134,25.24640836
-0.31,6.997437642,24.23,24.42,27.65,1134,25.33138593
-0.3,6.870192586,24.3,24.44,27.66,1134,25.40622518
-0.28,6.628380675,24.37,24.46,27.68,1134,25.47707669
-0.28,6.628380675,24.42,24.47,27.7,1134,25.54079079
-0.38,8.00695416,23.84,24.27,27.42,1134,24.8411462
-0.39,8.168203493,23.88,24.39,27.59,1134,24.96351736
-0.36,7.697255433,23.98,24.39,27.59,1134,25.0650079
-0.34,7.404589468,24.08,24.39,27.61,1134,25.15958326
-0.34,7.404589468,24.12,24.4,27.61,850.5,25.21068548
-0.33,7.264631012,24.13,24.41,27.64,567,25.22549552
-0.28,6.628380675,24.25,24.31,27.47,850.5,25.27533117
-0.2,5.829474146,24.46,24.2,27.33,1134,25.4148271
-0.06,5.074533828,24.86,24.14,27.27,1134,25.75604
0.09,5.167734788,25.28,24.11,27.21,1134,26.09815631
0.07,5.101454718,25.27,24.12,27.25,1134,26.11861939
-0.01,5.002070059,25.1,24.2,27.35,1134,26.02711837
-0.27,6.513803962,24.16,24.12,27.24,1134,25.07818572
-0.32,7.128915432,24.12,24.35,27.57,1134,25.17831216
-0.3,6.870192586,24.21,24.34,27.54,1134,25.25979459
-0.27,6.513803962,24.3,24.32,27.49,1134,25.33493255
-0.25,6.297284929,24.37,24.28,27.45,850.5,25.37222201
-0.23,6.097580664,24.4,24.21,27.39,567,25.37867781
-0.22,6.004022804,24.45,24.23,27.35,850.5,25.4219737
-0.1,5.207097473,24.77,24.18,27.33,1134,25.70211607
0,5,25.07,24.18,27.31,1134,25.97186346
0.14,5.40608309,25.54,24.11,27.23,1134,26.34312088
0.17,5.599008431,25.71,24.1,27.23,1134,26.48292928
0.15,5.466226041,25.67,24.18,27.32,1134,26.52524442
-0.14,5.40608309,24.71,24.16,27.28,1134,25.63178577
-0.23,6.097580664,24.55,24.39,27.61,1134,25.62600537
-0.2,5.829474146,24.63,24.34,27.54,1134,25.67015151
-0.2,5.829474146,24.67,24.34,27.54,1134,25.71230534
-0.2,5.829474146,24.67,24.37,27.56,850.5,25.73216802
-0.06,5.074533828,24.94,24.17,27.3,567,25.85594785
0.26,6.403440292,25.98,24.02,27.11,850.5,26.59997001
0.63,13.32977374,27.5,23.92,26.97,1134,27.48886478
0.75,16.8456067,28.05,23.88,26.92,1134,27.8162408
0.78,17.82136254,28.14,23.9,26.97,1134,27.97072592
0.85,20.24644862,28.45,23.92,26.97,1134,28.19762484
0.87,20.97698614,28.53,23.93,26.99,1134,28.32321162
-0.29,6.747175251,24.12,24.18,27.36,1134,25.08834833
-0.36,7.697255433,24.06,24.46,27.68,1134,25.17764503
-0.35,7.548795904,24.12,24.47,27.7,1134,25.25054376
-0.32,7.128915432,24.21,24.44,27.64,1134,25.31803745
-0.31,6.997437642,24.25,24.43,27.65,850.5,25.34980416
-0.33,7.264631012,24.21,24.48,27.73,567,25.34730789
-0.32,7.128915432,24.25,24.48,27.73,850.5,25.38061241
-0.28,6.628380675,24.36,24.43,27.65,1134,25.4511758
-0.25,6.297284929,24.45,24.36,27.58,1134,25.51478419
-0.24,6.195333231,24.51,24.38,27.59,1134,25.57190022
-0.22,6.004022804,24.57,24.36,27.56,1134,25.62092521
-0.21,5.914655354,24.61,24.35,27.56,1134,25.6626925
-0.33,7.264631012,23.96,24.2,27.33,1134,24.93079607
-0.38,8.00695416,23.93,24.42,27.64,1134,25.03205217
-0.37,7.849973157,24,24.46,27.67,1134,25.11941781
-0.35,7.548795904,24.09,24.44,27.66,1134,25.20221875
-0.33,7.264631012,24.15,24.41,27.64,850.5,25.24701457
-0.31,6.997437642,24.19,24.38,27.59,567,25.25946662
-0.29,6.747175251,24.26,24.33,27.54,850.5,25.30757048
-0.26,6.403440292,24.36,24.31,27.47,1134,25.38737987
-0.24,6.195333231,24.44,24.3,27.48,1134,25.4634098
-0.22,6.004022804,24.51,24.3,27.47,1134,25.53317737
-0.2,5.829474146,24.58,24.29,27.46,1134,25.59612916
-0.21,5.914655354,24.61,24.33,27.54,1134,25.64815767
-0.29,6.747175251,24.08,24.09,27.21,1134,24.98827654
-0.37,7.849973157,23.99,24.41,27.65,1134,25.08973608
-0.36,7.697255433,24.05,24.46,27.68,1134,25.17361406
-0.33,7.264631012,24.15,24.44,27.66,1134,25.25259714
-0.33,7.264631012,24.18,24.45,27.65,850.5,25.29120218
-0.31,6.997437642,24.22,24.39,27.59,567,25.29607984
-0.27,6.513803962,24.3,24.32,27.5,850.5,25.33619331
-0.23,6.097580664,24.42,24.23,27.41,1134,25.41536319
-0.23,6.097580664,24.47,24.29,27.46,1134,25.49005684
-0.24,6.195333231,24.49,24.36,27.56,1134,25.55622732
-0.24,6.195333231,24.53,24.41,27.63,1134,25.61467556
-0.23,6.097580664,24.58,24.4,27.62,1134,25.66204939
-0.3,6.870192586,24.05,24.13,27.24,1134,24.97394742
-0.37,7.849973157,23.97,24.43,27.65,1134,25.07540084
-0.36,7.697255433,24.03,24.47,27.7,1134,25.15638336
-0.34,7.404589468,24.12,24.45,27.68,1134,25.23227084
-0.33,7.264631012,24.17,24.45,27.66,850.5,25.27272545
-0.28,6.628380675,24.25,24.31,27.51,567,25.28063448
-0.27,6.513803962,24.31,24.28,27.46,850.5,25.32500937
-0.25,6.297284929,24.39,24.27,27.47,1134,25.40934253
-0.22,6.004022804,24.5,24.25,27.41,1134,25.48799891
-0.18,5.671654488,24.61,24.23,27.37,1134,25.58655163
-0.16,5.530533414,24.7,24.23,27.4,1134,25.68189297
-0.17,5.599008431,24.7,24.27,27.45,1134,25.70206017
-0.25,6.297284929,24.27,24.15,27.29,1134,25.21258482
-0.33,7.264631012,24.17,24.45,27.67,1134,25.28066512
-0.31,6.997437642,24.24,24.45,27.65,1134,25.34930247
-0.29,6.747175251,24.32,24.42,27.64,1134,25.41645999
-0.28,6.628380675,24.36,24.39,27.63,850.5,25.44573523
-0.26,6.403440292,24.39,24.34,27.54,567,25.44438503
-0.23,6.097580664,24.47,24.29,27.47,850.5,25.4800106
-0.17,5.599008431,24.64,24.23,27.39,1134,25.61389615
-0.09,5.167734788,24.86,24.21,27.36,1134,25.80879366
-0.11,5.250611277,24.86,24.23,27.41,1134,25.82322051
-0.18,5.671654488,24.73,24.31,27.49,1134,25.76269153
-0.19,5.748475151,24.73,24.38,27.6,1134,25.80077181
-0.32,7.128915432,23.94,24.07,27.17,1134,24.83315026
-0.37,7.849973157,23.92,24.34,27.55,1134,24.9749044
-0.36,7.697255433,24,24.37,27.57,1134,25.07697462
-0.33,7.264631012,24.1,24.38,27.57,1134,25.16529182
-0.33,7.264631012,24.13,24.41,27.6,850.5,25.21328966
-0.33,7.264631012,24.13,24.41,27.63,567,25.22545553
-0.32,7.128915432,24.18,24.4,27.62,850.5,25.26897931
-0.31,6.997437642,24.25,24.43,27.65,1134,25.34578646
-0.3,6.870192586,24.31,24.44,27.67,1134,25.4193539
-0.29,6.747175251,24.36,24.47,27.72,1134,25.48390087
-0.29,6.747175251,24.4,24.49,27.73,1134,25.53748949
-0.29,6.747175251,24.43,24.53,27.77,1134,25.58013376
-0.49,10.01651407,23.37,24.27,27.44,1134,24.39000493
-0.49,10.01651407,23.48,24.38,27.59,1134,24.56414189
-0.46,9.4168729,23.59,24.4,27.61,1134,24.68677764
-0.44,9.038647818,23.7,24.4,27.62,1134,24.79672046
-0.42,8.677611196,23.76,24.43,27.64,850.5,24.86354544
-0.41,8.503527106,23.8,24.43,27.62,567,24.89269107
-0.39,8.168203493,23.87,24.39,27.61,850.5,24.95494251
-0.38,8.00695416,23.95,24.43,27.65,1134,25.05511927
-0.37,7.849973157,24.02,24.48,27.7,1134,25.14998609
-0.35,7.548795904,24.11,24.46,27.69,1134,25.23376381
-0.34,7.404589468,24.18,24.47,27.71,1134,25.31226832
-0.31,6.997437642,24.27,24.43,27.66,1134,25.38168668
-0.53,10.8764951,23.36,24.44,27.66,1134,24.46886
-0.5,10.22502455,23.48,24.47,27.72,1134,24.6174762
-0.48,9.812321142,23.59,24.5,27.72,1134,24.73028329
-0.46,9.4168729,23.68,24.49,27.73,1134,24.83379889
-0.45,9.225609576,23.73,24.52,27.76,850.5,24.89482681
-0.45,9.225609576,23.74,24.55,27.79,567,24.9166346
-0.43,8.855983209,23.81,24.53,27.78,850.5,24.9711738
-0.39,8.168203493,23.94,24.45,27.68,1134,25.06459381
-0.36,7.697255433,24.05,24.42,27.65,1134,25.15398208
-0.34,7.404589468,24.12,24.45,27.68,1134,25.23324367
-0.33,7.264631012,24.19,24.46,27.67,1134,25.30745915
-0.32,7.128915432,24.25,24.47,27.72,1134,25.37297393
-0.44,9.038647818,23.51,24.18,27.32,1134,24.47388861
-0.48,9.812321142,23.53,24.39,27.61,1134,24.62376315
-0.48,9.812321142,23.6,24.47,27.71,1134,24.73637965
-0.45,9.225609576,23.7,24.48,27.73,1134,24.84044844
-0.43,8.855983209,23.78,24.46,27.68,850.5,24.90057246
-0.43,8.855983209,23.79,24.48,27.72,567,24.92419964
-0.42,8.677611196,23.84,24.5,27.73,850.5,24.98199143
-0.38,8.00695416,23.96,24.48,27.7,1134,25.0817174
-0.36,7.697255433,24.05,24.46,27.68,1134,25.17358278
-0.36,7.697255433,24.11,24.51,27.73,1134,25.2561801
-0.32,7.128915432,24.21,24.47,27.7,1134,25.33104221
-0.32,7.128915432,24.26,24.48,27.73,1134,25.39309646
-0.45,9.225609576,23.45,24.14,27.29,1134,24.39949741
-0.48,9.812321142,23.49,24.35,27.54,1134,24.55193911
-0.47,9.612442056,23.57,24.41,27.62,1134,24.67228962
-0.45,9.225609576,23.67,24.44,27.66,1134,24.77889585
-0.44,9.038647818,23.73,24.45,27.65,850.5,24.8402371
-0.44,9.038647818,23.74,24.47,27.68,567,24.86881131
-0.42,8.677611196,23.81,24.46,27.66,850.5,24.93451842
-0.38,8.00695416,23.94,24.43,27.64,1134,25.03854395
-0.35,7.548795904,24.05,24.39,27.61,1134,25.13583743
-0.33,7.264631012,24.14,24.38,27.58,1134,25.22085775
-0.32,7.128915432,24.21,24.41,27.63,1134,25.30043031
-0.3,6.870192586,24.28,24.43,27.66,1134,25.37453917
-0.29,6.747175251,24.09,24.15,27.28,1134,25.02602402
-0.36,7.697255433,24.02,24.43,27.65,1134,25.12021973
-0.35,7.548795904,24.09,24.46,27.68,1134,25.20014681
-0.33,7.264631012,24.17,24.44,27.66,1134,25.27476514
-0.32,7.128915432,24.21,24.42,27.65,850.5,25.31333022
-0.31,6.997437642,24.23,24.43,27.64,567,25.32361355
-0.29,6.747175251,24.3,24.38,27.58,850.5,25.36810873
-0.25,6.297284929,24.41,24.31,27.53,1134,25.45106456
-0.22,6.004022804,24.51,24.29,27.48,1134,25.52802439
-0.22,6.004022804,24.56,24.33,27.51,1134,25.59485351
-0.2,5.829474146,24.63,24.31,27.49,1134,25.65329826
-0.2,5.829474146,24.65,24.36,27.56,1134,25.70175301
-0.26,6.403440292,24.21,24.16,27.3,1134,25.1565142
-0.32,7.128915432,24.15,24.38,27.59,1134,25.2270926
-0.3,6.870192586,24.23,24.37,27.6,1134,25.29719535
-0.28,6.628380675,24.31,24.38,27.56,1134,25.36784424
-0.28,6.628380675,24.33,24.37,27.59,850.5,25.4009735
-0.3,6.870192586,24.3,24.44,27.65,567,25.40489762
-0.29,6.747175251,24.34,24.44,27.64,850.5,25.44420715
-0.26,6.403440292,24.44,24.39,27.61,1134,25.51997218
-0.24,6.195333231,24.52,24.38,27.59,1134,25.58682597
-0.23,6.097580664,24.57,24.4,27.61,1134,25.64377835
-0.22,6.004022804,24.61,24.4,27.62,1134,25.69090636
-0.23,6.097580664,24.62,24.46,27.68,1134,25.72719078
-0.25,6.297284929,24.24,24.11,27.22,1134,25.14275188
-0.32,7.128915432,24.14,24.39,27.59,1134,25.21909223
-0.32,7.128915432,24.19,24.42,27.65,1134,25.28941942
-0.3,6.870192586,24.26,24.41,27.65,1134,25.35788241
-0.29,6.747175251,24.3,24.41,27.64,850.5,25.3916387
-0.3,6.870192586,24.3,24.43,27.66,567,25.3921487
-0.28,6.628380675,24.34,24.42,27.65,850.5,25.4289965
-0.26,6.403440292,24.43,24.39,27.59,1134,25.50350565
-0.24,6.195333231,24.51,24.37,27.6,1134,25.57097842
-0.22,6.004022804,24.57,24.37,27.57,1134,25.62791613
-0.21,5.914655354,24.62,24.37,27.56,1134,25.67986352
-0.21,5.914655354,24.65,24.4,27.61,1134,25.72282523
-0.23,6.097580664,24.36,24.18,27.32,1134,25.31106961
-0.32,7.128915432,24.23,24.47,27.72,1134,25.35647405
-0.3,6.870192586,24.3,24.46,27.69,1134,25.41134322
-0.28,6.628380675,24.37,24.43,27.64,1134,25.46446595
-0.26,6.403440292,24.41,24.38,27.62,850.5,25.48446728
-0.26,6.403440292,24.41,24.39,27.56,567,25.47746599
-0.25,6.297284929,24.45,24.36,27.56,850.5,25.50893501
-0.22,6.004022804,24.54,24.33,27.53,1134,25.58053385
-0.21,5.914655354,24.6,24.34,27.54,1134,25.64705407
-0.2,5.829474146,24.66,24.34,27.54,1134,25.70211291
-0.19,5.748475151,24.7,24.36,27.54,1134,25.75318895
-0.18,5.671654488,24.74,24.39,27.58,1134,25.79834295
-0.22,6.004022804,24.37,24.14,27.25,1134,25.28822256
-0.32,7.128915432,24.23,24.45,27.65,1134,25.33938164
-0.31,6.997437642,24.28,24.46,27.69,1134,25.39741566
-0.28,6.628380675,24.37,24.4,27.61,1134,25.45253315
-0.25,6.297284929,24.42,24.36,27.53,850.5,25.47176056
-0.26,6.403440292,24.41,24.36,27.54,567,25.46384097
-0.24,6.195333231,24.46,24.32,27.51,850.5,25.49481226
-0.22,6.004022804,24.54,24.3,27.5,1134,25.5687924
-0.19,5.748475151,24.63,24.29,27.47,1134,25.63946317
-0.16,5.530533414,24.73,24.3,27.48,1134,25.7389474
-0.09,5.167734788,24.93,24.27,27.47,1134,25.9147642
-0.06,5.074533828,25.02,24.29,27.46,1134,26.00223686
-0.13,5.350101518,24.79,24.2,27.35,1134,25.74437448
-0.24,6.195333231,24.59,24.48,27.7,1134,25.70929938
-0.23,6.097580664,24.62,24.45,27.68,1134,25.73439549
-0.21,5.914655354,24.67,24.44,27.66,1134,25.76643782
-0.2,5.829474146,24.69,24.4,27.62,850.5,25.76696051
-0.21,5.914655354,24.66,24.4,27.61,567,25.74155248
-0.22,6.004022804,24.64,24.45,27.68,850.5,25.75449518
-0.21,5.914655354,24.7,24.46,27.69,1134,25.80412619
-0.19,5.748475151,24.75,24.42,27.65,1134,25.84461087
-0.19,5.748475151,24.78,24.45,27.66,1134,25.8740302
-0.19,5.748475151,24.79,24.48,27.72,1134,25.89793906
-0.2,5.829474146,24.78,24.52,27.75,1134,25.9130458
-0.47,9.612442056,23.56,24.41,27.62,1134,24.66406284
-0.48,9.812321142,23.63,24.52,27.78,1134,24.79216109
-0.46,9.4168729,23.71,24.55,27.79,1134,24.88512661
-0.43,8.855983209,23.8,24.52,27.79,1134,24.96876973
