PMV,PPD,SET,To inferior,To superior,People HeatGain,TO
1.49,50.35722,34,17.49,22.63,1379.2,27.60744706
1.05,28.27163923,32.37,17.26,22.22,1379.2,24.87630176
1.1,30.51390792,32.94,17.18,22.11,1379.2,25.05106984
1.11,30.97274678,32.75,17.25,22.2,1379.2,25.24835785
1.11,30.97274678,32.4,17.33,22.34,1379.2,25.4568024
1.1,30.51390792,32.05,17.45,22.53,1034.4,25.61660216
1.08,29.6064854,31.67,17.56,22.66,689.6,25.72865903
1.08,29.6064854,31.55,17.59,22.74,1034.4,25.78736725
1.09,30.05847259,31.67,17.57,22.68,1379.2,25.79758359
1.1,30.51390792,31.71,17.57,22.67,1379.2,25.82316273
1.1,30.51390792,31.68,17.59,22.71,1379.2,25.85057531
1.1,30.51390792,31.64,17.61,22.76,1379.2,25.87851897
1.09,30.05847259,31.62,17.59,22.74,1379.2,25.87025376
0.67,14.43255369,29.4,17.54,22.68,1379.2,23.46963812
0.96,24.4660925,32.15,17.13,22.11,1379.2,24.17556446
1,26.11965008,32.39,17.13,22.11,1379.2,24.41863559
1.04,27.83386482,32.62,17.13,22.11,1379.2,24.65976284
1.08,29.6064854,32.83,17.17,22.1,1034.4,24.89390716
1.09,30.05847259,32.66,17.24,22.19,689.6,25.12162054
1.08,29.6064854,32.16,17.38,22.43,1034.4,25.3545188
1.09,30.05847259,31.95,17.48,22.52,1379.2,25.58209308
1.11,30.97274678,31.92,17.49,22.63,1379.2,25.7890112
1.11,30.97274678,31.76,17.55,22.72,1379.2,25.94439784
1.11,30.97274678,31.62,17.63,22.82,1379.2,26.05751756
1.11,30.97274678,31.54,17.65,22.85,1379.2,26.08662598
0.78,17.82136254,30.22,17.45,22.53,1379.2,23.83691553
0.99,25.70049293,32.35,17.13,22.11,1379.2,24.37818968
1.03,27.39974232,32.55,17.13,22.11,1379.2,24.59151422
1.07,29.15798964,32.76,17.13,22.11,1379.2,24.81622683
1.1,30.51390792,32.89,17.15,22.14,1034.4,25.01240761
1.1,30.51390792,32.62,17.22,22.23,689.6,25.16838154
1.09,30.05847259,32.31,17.33,22.34,1034.4,25.30066886
1.09,30.05847259,32.09,17.38,22.47,1379.2,25.4668503
1.09,30.05847259,31.89,17.46,22.58,1379.2,25.60614415
1.09,30.05847259,31.77,17.49,22.62,1379.2,25.7186931
1.09,30.05847259,31.69,17.53,22.7,1379.2,25.79313734
1.09,30.05847259,31.68,17.58,22.68,1379.2,25.79071915
0.84,19.88740963,30.99,17.28,22.27,1379.2,23.84844826
1,26.11965008,32.39,17.13,22.11,1379.2,24.41470587
1.04,27.83386482,32.6,17.13,22.11,1379.2,24.63728949
1.07,29.15798964,32.8,17.13,22.11,1379.2,24.86024298
1.1,30.51390792,32.95,17.14,22.12,1034.4,25.03766413
1.1,30.51390792,32.74,17.22,22.21,689.6,25.15218097
1.1,30.51390792,32.47,17.28,22.29,1034.4,25.26924423
1.1,30.51390792,32.34,17.3,22.36,1379.2,25.34379687
1.1,30.51390792,32.28,17.36,22.39,1379.2,25.41479758
1.1,30.51390792,32.16,17.4,22.45,1379.2,25.50854041
1.09,30.05847259,32.03,17.4,22.52,1379.2,25.54655284
1.09,30.05847259,31.99,17.41,22.5,1379.2,25.56931051
0.87,20.97698614,31.2,17.26,22.24,1379.2,23.95816016
1,26.11965008,32.42,17.13,22.11,1379.2,24.44436518
1.04,27.83386482,32.61,17.13,22.11,1379.2,24.65438768
1.07,29.15798964,32.81,17.13,22.11,1379.2,24.87218483
1.1,30.51390792,32.94,17.16,22.1,1034.4,25.04293586
1.1,30.51390792,32.67,17.22,22.23,689.6,25.17673767
1.09,30.05847259,32.29,17.33,22.34,1034.4,25.31959454
1.09,30.05847259,32.2,17.36,22.41,1379.2,25.39363997
1.1,30.51390792,32.19,17.4,22.41,1379.2,25.45964516
1.1,30.51390792,32.1,17.42,22.47,1379.2,25.54982725
1.09,30.05847259,31.99,17.44,22.55,1379.2,25.58397411
1.09,30.05847259,31.96,17.48,22.57,1379.2,25.59637683
1.01,26.54259979,32.39,17.15,22.15,1379.2,24.5378502
1.05,28.27163923,32.7,17.13,22.11,1379.2,24.75483369
1.09,30.05847259,32.9,17.14,22.12,1379.2,24.96993307
1.11,30.97274678,32.8,17.23,22.17,1379.2,25.20855384
1.1,30.51390792,32.36,17.34,22.35,1034.4,25.37386794
1.08,29.6064854,31.91,17.45,22.54,689.6,25.50885685
1.09,30.05847259,31.86,17.49,22.57,1034.4,25.65289065
1.11,30.97274678,31.96,17.45,22.59,1379.2,25.75776823
1.14,32.36921915,32.12,17.46,22.6,1379.2,25.92279583
1.18,34.27589762,32.3,17.47,22.61,1379.2,26.10226451
1.17,33.79459253,32.2,17.49,22.61,1379.2,26.11012446
1.14,32.36921915,32,17.51,22.64,1379.2,26.02935515
0.97,24.87368374,32.04,17.18,22.15,1379.2,24.4084901
1.05,28.27163923,32.67,17.13,22.11,1379.2,24.71410408
1.08,29.6064854,32.87,17.15,22.13,1379.2,24.93551254
1.11,30.97274678,32.83,17.2,22.18,1379.2,25.15586035
1.1,30.51390792,32.39,17.33,22.33,1034.4,25.34042324
1.08,29.6064854,31.92,17.46,22.55,689.6,25.50760665
1.1,30.51390792,31.93,17.49,22.56,1034.4,25.6662426
1.17,33.79459253,32.45,17.45,22.53,1379.2,25.96426485
1.26,38.22940968,32.98,17.44,22.51,1379.2,26.35888217
1.38,44.4488865,33.84,17.36,22.44,1379.2,26.83143899
1.41,46.04549554,33.97,17.37,22.45,1379.2,26.99265826
1.36,43.39245696,33.55,17.43,22.49,1379.2,26.84374589
0.96,24.4660925,31.9,17.23,22.17,1379.2,24.36403986
1.05,28.27163923,32.66,17.13,22.11,1379.2,24.70166045
1.08,29.6064854,32.85,17.15,22.13,1379.2,24.91327982
1.11,30.97274678,32.81,17.21,22.19,1379.2,25.1414705
1.09,30.05847259,32.39,17.32,22.31,1034.4,25.30764387
1.08,29.6064854,31.92,17.44,22.51,689.6,25.44953651
1.08,29.6064854,31.79,17.48,22.61,1034.4,25.60071441
1.1,30.51390792,31.9,17.51,22.59,1379.2,25.70646107
1.12,31.4349433,31.99,17.49,22.63,1379.2,25.85491786
1.12,31.4349433,31.86,17.54,22.67,1379.2,25.89349348
1.1,30.51390792,31.7,17.55,22.74,1379.2,25.91132718
1.09,30.05847259,31.65,17.57,22.69,1379.2,25.84183505
0.89,21.72401678,31.51,17.22,22.2,1379.2,23.98556211
1,26.11965008,32.4,17.13,22.11,1379.2,24.42449099
1.04,27.83386482,32.63,17.13,22.11,1379.2,24.6790481
1.08,29.6064854,32.83,17.15,22.13,1379.2,24.89984542
1.09,30.05847259,32.61,17.22,22.22,1034.4,25.10404954
1.07,29.15798964,32.08,17.36,22.41,689.6,25.27914961
1.07,29.15798964,31.78,17.47,22.58,1034.4,25.46021949
1.07,29.15798964,31.72,17.48,22.63,1379.2,25.58777936
1.08,29.6064854,31.7,17.54,22.66,1379.2,25.67351104
1.08,29.6064854,31.66,17.55,22.71,1379.2,25.73615291
1.08,29.6064854,31.62,17.58,22.7,1379.2,25.7672719
1.08,29.6064854,31.63,17.59,22.7,1379.2,25.75524199
0.84,19.88740963,31.06,17.25,22.23,1379.2,23.83158413
0.99,25.70049293,32.34,17.13,22.11,1379.2,24.36136585
1.03,27.39974232,32.55,17.13,22.11,1379.2,24.58277579
1.06,28.71302734,32.74,17.13,22.11,1379.2,24.7975404
1.09,30.05847259,32.81,17.2,22.15,1034.4,25.01410784
1.08,29.6064854,32.36,17.3,22.33,689.6,25.19475079
1.07,29.15798964,32.02,17.39,22.47,1034.4,25.36382089
1.08,29.6064854,31.94,17.45,22.53,1379.2,25.51418682
1.1,30.51390792,31.83,17.48,22.62,1379.2,25.71979109
1.11,30.97274678,31.73,17.55,22.72,1379.2,25.90886959
1.12,31.4349433,31.67,17.61,22.78,1379.2,26.04114453
1.11,30.97274678,31.6,17.6,22.8,1379.2,26.02439712
0.89,21.72401678,31.41,17.22,22.23,1379.2,24.07618382
1.01,26.54259979,32.47,17.13,22.11,1379.2,24.50463129
1.05,28.27163923,32.66,17.13,22.11,1379.2,24.71009097
1.08,29.6064854,32.85,17.13,22.11,1379.2,24.91000456
1.1,30.51390792,32.92,17.17,22.12,1034.4,25.07498675
1.1,30.51390792,32.5,17.29,22.3,689.6,25.2637042
1.08,29.6064854,32.03,17.43,22.47,1034.4,25.44395355
1.1,30.51390792,31.95,17.49,22.54,1379.2,25.62571271
1.13,31.90045026,32,17.51,22.61,1379.2,25.86503039
1.18,34.27589762,32.28,17.49,22.59,1379.2,26.10882869
1.23,36.72626647,32.58,17.51,22.61,1379.2,26.36446316
1.24,37.22469496,32.71,17.46,22.58,1379.2,26.3814835
1.02,26.96930872,32.31,17.24,22.18,1379.2,24.69952744
1.08,29.6064854,32.82,17.13,22.11,1379.2,24.88470885
1.1,30.51390792,32.86,17.16,22.12,1379.2,25.08413082
1.11,30.97274678,32.53,17.28,22.28,1379.2,25.31913889
1.09,30.05847259,32.08,17.38,22.48,1034.4,25.5165902
1.09,30.05847259,31.77,17.49,22.65,689.6,25.68537258
1.16,33.3163421,32.19,17.51,22.62,1034.4,26.05868146
1.21,35.73758281,32.48,17.51,22.61,1379.2,26.28114443
1.27,38.73556571,32.65,17.54,22.7,1379.2,26.64577044
1.46,48.73284118,34.07,17.48,22.52,1379.2,27.33389644
1.53,52.53195926,34.44,17.46,22.55,1379.2,27.64498797
1.53,52.53195926,34.47,17.43,22.52,1379.2,27.6862156
0.99,25.70049293,31.75,17.33,22.34,1379.2,24.7147093
1.08,29.6064854,32.84,17.15,22.13,1379.2,24.90509412
1.1,30.51390792,32.8,17.2,22.17,1379.2,25.1085515
1.1,30.51390792,32.52,17.29,22.3,1379.2,25.29550626
1.1,30.51390792,32.14,17.39,22.47,1034.4,25.49823272
1.1,30.51390792,31.88,17.48,22.62,689.6,25.69108092
1.2,35.2474499,32.47,17.49,22.57,1034.4,26.1668416
1.3,40.26842001,33.14,17.48,22.53,1379.2,26.59139273
1.39,44.97957596,33.72,17.46,22.49,1379.2,26.97661236
1.46,48.73284118,34.23,17.41,22.48,1379.2,27.26070654
1.47,49.27348147,34.19,17.44,22.51,1379.2,27.38277469
1.45,48.19314031,33.95,17.46,22.56,1379.2,27.35703008
0.96,24.4660925,31.6,17.34,22.34,1379.2,24.54775123
1.06,28.71302734,32.72,17.13,22.11,1379.2,24.76741554
1.09,30.05847259,32.88,17.15,22.13,1379.2,24.94927922
1.11,30.97274678,32.85,17.21,22.17,1379.2,25.13324313
1.09,30.05847259,32.43,17.27,22.3,1034.4,25.28386006
1.07,29.15798964,31.96,17.39,22.48,689.6,25.36287825
1.06,28.71302734,31.82,17.46,22.55,1034.4,25.41784283
1.08,29.6064854,31.94,17.42,22.49,1379.2,25.45986734
1.09,30.05847259,32,17.43,22.49,1379.2,25.48446227
1.08,29.6064854,31.95,17.42,22.54,1379.2,25.49093547
1.08,29.6064854,31.91,17.45,22.53,1379.2,25.47431788
1.07,29.15798964,31.92,17.45,22.51,1379.2,25.43425245
0.77,17.49184252,30.4,17.36,22.37,1379.2,23.59491957
0.96,24.4660925,32.17,17.13,22.11,1379.2,24.18790334
0.99,25.70049293,32.33,17.13,22.11,1379.2,24.35113982
1.01,26.54259979,32.47,17.13,22.11,1379.2,24.50665799
1.04,27.83386482,32.61,17.13,22.11,1034.4,24.64898959
1.06,28.71302734,32.72,17.13,22.11,689.6,24.77066288
1.08,29.6064854,32.85,17.13,22.11,1034.4,24.90695092
1.1,30.51390792,32.94,17.14,22.13,1379.2,25.05617222
1.1,30.51390792,32.76,17.23,22.17,1379.2,25.17100509
1.1,30.51390792,32.55,17.28,22.27,1379.2,25.23446186
1.09,30.05847259,32.43,17.29,22.31,1379.2,25.24622229
1.09,30.05847259,32.42,17.3,22.31,1379.2,25.21844566
1.02,26.96930872,32.35,17.19,22.16,1379.2,24.60111263
1.06,28.71302734,32.74,17.13,22.11,1379.2,24.79304251
1.09,30.05847259,32.82,17.18,22.14,1379.2,25.00604613
1.09,30.05847259,32.53,17.28,22.27,1379.2,25.2042234
1.09,30.05847259,32.13,17.39,22.45,1034.4,25.40894795
1.08,29.6064854,31.73,17.5,22.6,689.6,25.59669244
1.12,31.4349433,31.9,17.55,22.64,1034.4,25.89751405
1.28,39.24416523,33.02,17.46,22.57,1379.2,26.51195355
1.37,43.91981996,33.67,17.41,22.47,1379.2,26.87005464
1.42,46.58055889,33.84,17.44,22.51,1379.2,27.1079306
1.39,44.97957596,33.58,17.46,22.58,1379.2,27.08457487
1.31,40.78393472,33.02,17.48,22.62,1379.2,26.80069168
1,26.11965008,31.99,17.26,22.25,1379.2,24.63550529
1.06,28.71302734,32.75,17.13,22.11,1379.2,24.80784602
1.09,30.05847259,32.89,17.13,22.11,1379.2,24.95471177
1.11,30.97274678,32.94,17.17,22.12,1379.2,25.11233352
1.11,30.97274678,32.66,17.25,22.22,1034.4,25.25064982
1.08,29.6064854,32.14,17.39,22.4,689.6,25.36486307
1.07,29.15798964,31.86,17.48,22.52,1034.4,25.4804856
1.09,30.05847259,31.87,17.48,22.6,1379.2,25.61004974
1.09,30.05847259,31.8,17.49,22.63,1379.2,25.71327042
1.09,30.05847259,31.71,17.58,22.68,1379.2,25.79680046
1.09,30.05847259,31.65,17.59,22.7,1379.2,25.79069186
1.08,29.6064854,31.62,17.59,22.7,1379.2,25.75251615
0.8,18.49315507,30.62,17.35,22.36,1379.2,23.77482082
0.98,25.28516049,32.3,17.13,22.11,1379.2,24.32072894
1.02,26.96930872,32.54,17.13,22.11,1379.2,24.57399821
1.06,28.71302734,32.76,17.13,22.11,1379.2,24.81346403
1.09,30.05847259,32.9,17.19,22.12,1034.4,24.99835767
1.1,30.51390792,32.6,17.25,22.23,689.6,25.18703813
1.08,29.6064854,32.1,17.36,22.43,1034.4,25.38988138
1.08,29.6064854,31.87,17.44,22.56,1379.2,25.57441153
1.09,30.05847259,31.76,17.53,22.66,1379.2,25.75915709
1.1,30.51390792,31.68,17.61,22.75,1379.2,25.92746345
1.11,30.97274678,31.63,17.61,22.79,1379.2,26.02978008
1.1,30.51390792,31.58,17.64,22.78,1379.2,25.9977968
0.87,20.97698614,31.17,17.27,22.28,1379.2,24.03017976
1.01,26.54259979,32.45,17.13,22.11,1379.2,24.4787148
1.05,28.27163923,32.67,17.13,22.11,1379.2,24.71793074
1.08,29.6064854,32.85,17.14,22.12,1379.2,24.9304395
1.1,30.51390792,32.7,17.22,22.21,1034.4,25.1208393
1.07,29.15798964,32.1,17.38,22.43,689.6,25.31250208
1.07,29.15798964,31.79,17.44,22.56,1034.4,25.49521655
1.09,30.05847259,31.84,17.5,22.59,1379.2,25.68604167
1.16,33.3163421,32.16,17.51,22.61,1379.2,26.01272649
1.21,35.73758281,32.36,17.54,22.66,1379.2,26.30854734
1.26,38.22940968,32.63,17.55,22.68,1379.2,26.63328796
1.28,39.24416523,32.76,17.56,22.64,1379.2,26.68285214
1.06,28.71302734,32.65,17.19,22.14,1379.2,24.80160148
1.09,30.05847259,32.88,17.17,22.1,1379.2,24.95829016
1.1,30.51390792,32.74,17.19,22.19,1379.2,25.17376517
1.1,30.51390792,32.39,17.32,22.36,1379.2,25.35188199
1.1,30.51390792,32.09,17.38,22.48,1034.4,25.5228454
1.1,30.51390792,31.87,17.51,22.59,689.6,25.67744317
1.15,32.84120015,32.15,17.49,22.63,1034.4,25.97660653
1.29,39.75513988,33.12,17.46,22.55,1379.2,26.52810156
1.4,45.51180659,33.94,17.37,22.44,1379.2,26.89746592
1.42,46.58055889,34.05,17.38,22.45,1379.2,27.04258506
1.29,39.75513988,32.94,17.48,22.57,1379.2,26.67822194
1.22,36.23054182,32.25,17.59,22.75,1379.2,26.51645709
1.04,27.83386482,32.48,17.21,22.17,1379.2,24.73161189
1.08,29.6064854,32.83,17.13,22.11,1379.2,24.89136227
1.1,30.51390792,32.92,17.15,22.1,1379.2,25.07197264
1.11,30.97274678,32.67,17.25,22.23,1379.2,25.27642105
1.09,30.05847259,32.19,17.35,22.41,1034.4,25.42548622
1.07,29.15798964,31.75,17.46,22.6,689.6,25.53279597
1.08,29.6064854,31.69,17.55,22.67,1034.4,25.65305329
1.1,30.51390792,31.79,17.5,22.64,1379.2,25.78899556
1.11,30.97274678,31.77,17.52,22.68,1379.2,25.87413453
1.12,31.4349433,31.81,17.56,22.72,1379.2,25.95353666
1.12,31.4349433,31.78,17.56,22.73,1379.2,25.95523548
1.11,30.97274678,31.76,17.58,22.7,1379.2,25.93414648
1,26.11965008,32.29,17.17,22.13,1379.2,24.5404926
1.06,28.71302734,32.71,17.13,22.11,1379.2,24.75675899
1.09,30.05847259,32.88,17.15,22.13,1379.2,24.9534823
1.1,30.51390792,32.76,17.22,22.21,1379.2,25.17073869
1.09,30.05847259,32.21,17.35,22.39,1034.4,25.37721381
1.07,29.15798964,31.67,17.49,22.6,689.6,25.5461362
1.08,29.6064854,31.58,17.58,22.7,1034.4,25.72172464
1.16,33.3163421,32.08,17.51,22.66,1379.2,26.06537089
1.23,36.72626647,32.6,17.51,22.6,1379.2,26.38308905
1.22,36.23054182,32.49,17.52,22.64,1379.2,26.38641063
1.15,32.84120015,31.88,17.6,22.75,1379.2,26.1912787
1.12,31.4349433,31.63,17.66,22.8,1379.2,26.0800762
0.82,19.18187263,30.87,17.26,22.24,1379.2,23.71511867
0.98,25.28516049,32.29,17.13,22.11,1379.2,24.31500435
1.02,26.96930872,32.5,17.13,22.11,1379.2,24.53822207
1.06,28.71302734,32.74,17.13,22.11,1379.2,24.79222842
1.09,30.05847259,32.88,17.18,22.11,1034.4,24.97990698
1.09,30.05847259,32.61,17.26,22.23,689.6,25.13725237
1.08,29.6064854,32.22,17.31,22.4,1034.4,25.32624749
1.09,30.05847259,32.03,17.4,22.5,1379.2,25.49277172
1.09,30.05847259,31.9,17.44,22.56,1379.2,25.60953172
1.09,30.05847259,31.85,17.5,22.59,1379.2,25.67435345
1.09,30.05847259,31.8,17.51,22.61,1379.2,25.66091314
1.08,29.6064854,31.8,17.48,22.62,1379.2,25.59161285
0.74,16.52890931,30.44,17.26,22.23,1379.2,23.31162456
0.92,22.87513933,31.95,17.13,22.11,1379.2,24.01400218
0.97,24.87368374,32.25,17.13,22.11,1379.2,24.26402084
1,26.11965008,32.42,17.13,22.11,1379.2,24.44889606
1.03,27.39974232,32.58,17.13,22.11,1034.4,24.62217155
1.06,28.71302734,32.72,17.13,22.11,689.6,24.76411977
1.08,29.6064854,32.83,17.13,22.11,1034.4,24.88918551
1.1,30.51390792,32.89,17.17,22.11,1379.2,25.02528794
1.09,30.05847259,32.66,17.21,22.21,1379.2,25.14538599
1.09,30.05847259,32.35,17.29,22.33,1379.2,25.25422712
1.08,29.6064854,32.17,17.34,22.39,1379.2,25.36210135
1.08,29.6064854,32.05,17.38,22.46,1379.2,25.37695366
0.69,15.00993087,29.88,17.34,22.36,1379.2,23.19980338
0.92,22.87513933,31.91,17.13,22.11,1379.2,23.9879151
0.98,25.28516049,32.28,17.13,22.11,1379.2,24.2970115
1.01,26.54259979,32.48,17.13,22.11,1379.2,24.5104696
1.06,28.71302734,32.72,17.13,22.11,1034.4,24.7739552
1.09,30.05847259,32.78,17.19,22.14,689.6,24.99979927
1.08,29.6064854,32.32,17.31,22.3,1034.4,25.2246668
1.08,29.6064854,31.95,17.41,22.52,1379.2,25.4291805
1.08,29.6064854,31.8,17.49,22.57,1379.2,25.57722031
1.08,29.6064854,31.72,17.49,22.62,1379.2,25.63021547
1.08,29.6064854,31.65,17.51,22.66,1379.2,25.67355737
1.07,29.15798964,31.62,17.54,22.67,1379.2,25.62410126
0.85,20.24644862,31.13,17.22,22.25,1379.2,23.85161757
0.98,25.28516049,32.31,17.13,22.11,1379.2,24.32773231
1.01,26.54259979,32.48,17.13,22.11,1379.2,24.50783175
1.04,27.83386482,32.65,17.13,22.11,1379.2,24.69604661
1.08,29.6064854,32.82,17.13,22.11,1034.4,24.8743965
1.1,30.51390792,32.91,17.16,22.1,689.6,25.01837323
1.11,30.97274678,32.79,17.19,22.17,1034.4,25.15249868
1.1,30.51390792,32.54,17.28,22.28,1379.2,25.28592038
1.1,30.51390792,32.27,17.32,22.4,1379.2,25.38911654
1.09,30.05847259,32.08,17.4,22.48,1379.2,25.42909727
1.08,29.6064854,32.02,17.37,22.47,1379.2,25.39521288
1.07,29.15798964,32.09,17.37,22.42,1379.2,25.32724943
0.6,12.54823331,29.2,17.36,22.45,1379.2,22.81709817
0.8,18.49315507,31.04,17.13,22.11,1379.2,23.38943859
0.87,20.97698614,31.59,17.13,22.11,1379.2,23.77120045
0.95,24.06241544,32.11,17.13,22.11,1379.2,24.14254223
0.98,25.28516049,32.3,17.13,22.11,1034.4,24.32720078
1,26.11965008,32.37,17.13,22.11,689.6,24.43713142
1.03,27.39974232,32.58,17.13,22.11,1034.4,24.62134826
1.06,28.71302734,32.72,17.13,22.11,1379.2,24.77229873
1.08,29.6064854,32.83,17.13,22.11,1379.2,24.8963079
1.1,30.51390792,32.95,17.13,22.11,1379.2,25.01991964
1.11,30.97274678,32.99,17.13,22.11,1379.2,25.07197675
1.1,30.51390792,32.97,17.13,22.11,1379.2,25.04896604
0.57,11.80575121,28.9,17.46,22.58,1379.2,22.8029474
0.8,18.49315507,31.11,17.13,22.11,1379.2,23.43123575
0.89,21.72401678,31.68,17.13,22.11,1379.2,23.82556621
0.96,24.4660925,32.17,17.13,22.11,1379.2,24.19269577
1,26.11965008,32.37,17.13,22.11,1034.4,24.39239956
1.02,26.96930872,32.52,17.13,22.11,689.6,24.55204127
1.05,28.27163923,32.67,17.13,22.11,1034.4,24.71206858
1.07,29.15798964,32.78,17.13,22.11,1379.2,24.83683636
1.09,30.05847259,32.87,17.13,22.11,1379.2,24.9378368
1.1,30.51390792,32.94,17.13,22.11,1379.2,25.0089155
1.1,30.51390792,32.94,17.13,22.11,1379.2,25.01790109
1.09,30.05847259,32.91,17.13,22.11,1379.2,24.98325219
0.53,10.8764951,28.76,17.42,22.46,1379.2,22.50816877
0.74,16.52890931,30.67,17.13,22.11,1379.2,23.12173297
0.83,19.53254584,31.27,17.13,22.11,1379.2,23.54593469
0.93,23.26691297,31.98,17.13,22.11,1379.2,24.04440681
0.97,24.87368374,32.22,17.13,22.11,1034.4,24.26092803
1,26.11965008,32.37,17.13,22.11,689.6,24.42220458
1.04,27.83386482,32.62,17.13,22.11,1034.4,24.66064704
1.07,29.15798964,32.76,17.13,22.11,1379.2,24.81589787
1.09,30.05847259,32.88,17.15,22.14,1379.2,24.97447694
1.1,30.51390792,32.74,17.23,22.17,1379.2,25.12911528
1.1,30.51390792,32.41,17.31,22.34,1379.2,25.30685699
1.08,29.6064854,32.15,17.34,22.39,1379.2,25.34317994
0.61,12.80440696,29.37,17.33,22.36,1379.2,22.81386925
0.83,19.53254584,31.27,17.13,22.11,1379.2,23.54707136
0.94,23.66268012,32.02,17.13,22.11,1379.2,24.08357146
0.99,25.70049293,32.37,17.13,22.11,1379.2,24.39691784
1.03,27.39974232,32.58,17.13,22.11,1034.4,24.61587261
1.07,29.15798964,32.76,17.15,22.13,689.6,24.81437414
1.09,30.05847259,32.73,17.21,22.18,1034.4,25.0187583
1.08,29.6064854,32.37,17.27,22.3,1379.2,25.2015913
1.08,29.6064854,32.02,17.41,22.45,1379.2,25.37177351
1.08,29.6064854,31.89,17.46,22.55,1379.2,25.47914096
1.08,29.6064854,31.86,17.46,22.58,1379.2,25.58519163
1.08,29.6064854,31.76,17.48,22.62,1379.2,25.57159417
0.89,21.72401678,31.48,17.2,22.19,1379.2,24.01497898
0.99,25.70049293,32.35,17.13,22.11,1379.2,24.37277344
1.02,26.96930872,32.52,17.13,22.11,1379.2,24.55554964
1.06,28.71302734,32.71,17.13,22.11,1379.2,24.7617778
1.09,30.05847259,32.88,17.13,22.11,1034.4,24.94175481
1.1,30.51390792,32.86,17.17,22.13,689.6,25.07967762
1.1,30.51390792,32.6,17.23,22.26,1034.4,25.23755979
1.1,30.51390792,32.29,17.36,22.39,1379.2,25.3932413
1.09,30.05847259,32.06,17.38,22.48,1379.2,25.49128091
1.08,29.6064854,31.94,17.43,22.51,1379.2,25.52753751
1.08,29.6064854,31.89,17.44,22.54,1379.2,25.542775
1.07,29.15798964,31.87,17.46,22.55,1379.2,25.47952983
0.8,18.49315507,30.84,17.21,22.21,1379.2,23.53909503
0.96,24.4660925,32.18,17.13,22.11,1379.2,24.1932594
1,26.11965008,32.4,17.13,22.11,1379.2,24.42542561
1.04,27.83386482,32.62,17.13,22.11,1379.2,24.66664269
1.07,29.15798964,32.79,17.13,22.11,1034.4,24.85052122
1.09,30.05847259,32.8,17.16,22.12,689.6,25.01890819
1.09,30.05847259,32.47,17.28,22.28,1034.4,25.21381109
1.09,30.05847259,32.16,17.39,22.4,1379.2,25.3919356
1.09,30.05847259,31.96,17.44,22.55,1379.2,25.54336979
1.09,30.05847259,31.85,17.49,22.57,1379.2,25.63288
1.1,30.51390792,31.83,17.51,22.61,1379.2,25.72293225
1.08,29.6064854,31.76,17.53,22.63,1379.2,25.6514227
0.79,18.1551371,30.8,17.19,22.19,1379.2,23.50712491
0.96,24.4660925,32.16,17.13,22.11,1379.2,24.17644965
1,26.11965008,32.37,17.13,22.11,1379.2,24.39382473
1.03,27.39974232,32.58,17.13,22.11,1379.2,24.62085272
1.06,28.71302734,32.74,17.13,22.11,1034.4,24.79441087
1.09,30.05847259,32.87,17.13,22.11,689.6,24.9301736
1.11,30.97274678,32.93,17.15,22.1,1034.4,25.07331118
1.11,30.97274678,32.68,17.25,22.22,1379.2,25.2304921
1.09,30.05847259,32.26,17.36,22.39,1379.2,25.35387867
1.09,30.05847259,32.03,17.4,22.5,1379.2,25.48246688
1.09,30.05847259,31.92,17.47,22.57,1379.2,25.57523768
1.08,29.6064854,31.84,17.46,22.58,1379.2,25.55896808
0.73,16.2165033,30.19,17.33,22.33,1379.2,23.36492847
0.93,23.26691297,32.01,17.13,22.11,1379.2,24.05281152
0.98,25.28516049,32.3,17.13,22.11,1379.2,24.32222551
1.02,26.96930872,32.5,17.13,22.11,1379.2,24.53758722
1.05,28.27163923,32.68,17.13,22.11,1034.4,24.72994081
1.08,29.6064854,32.85,17.14,22.12,689.6,24.93547116
1.1,30.51390792,32.71,17.19,22.19,1034.4,25.13610532
1.09,30.05847259,32.35,17.29,22.34,1379.2,25.32547742
1.09,30.05847259,31.98,17.44,22.51,1379.2,25.51834217
1.09,30.05847259,31.77,17.51,22.62,1379.2,25.69156349
1.09,30.05847259,31.63,17.6,22.72,1379.2,25.82064875
1.07,29.15798964,31.51,17.59,22.74,1379.2,25.73508625
0.61,12.80440696,29.22,17.41,22.47,1379.2,22.93004465
0.84,19.88740963,31.36,17.13,22.11,1379.2,23.60438228
0.94,23.66268012,32.04,17.13,22.11,1379.2,24.08995837
0.99,25.70049293,32.34,17.13,22.11,1379.2,24.36564537
1.03,27.39974232,32.56,17.13,22.11,1034.4,24.59921705
1.07,29.15798964,32.78,17.15,22.13,689.6,24.83527352
1.09,30.05847259,32.81,17.16,22.12,1034.4,25.03652933
1.1,30.51390792,32.53,17.27,22.27,1379.2,25.24737279
1.08,29.6064854,32.03,17.43,22.47,1379.2,25.45103429
1.08,29.6064854,31.74,17.49,22.63,1379.2,25.58675345
1.08,29.6064854,31.63,17.57,22.68,1379.2,25.74187917
1.07,29.15798964,31.57,17.59,22.7,1379.2,25.68994809
0.61,12.80440696,29.4,17.35,22.36,1379.2,22.7917113
0.78,17.82136254,30.94,17.13,22.11,1379.2,23.33119898
0.87,20.97698614,31.53,17.13,22.11,1379.2,23.74295581
0.96,24.4660925,32.14,17.13,22.11,1379.2,24.17019369
