"i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37"
0.631676002362554,0.68371424447103,0,0.68347195438008,0.623529976076905,0.672752170941645,0,0.672189856661825,0.631636166386837,0.683773334316537,0,0.683530537441799,0.623424539220819,0.672702378880476,0,0.672155403904943,0.689598774339606,0.770839607488666,0.541440409513892,0.689249181504709,0.770867040627562,0.541472427379454,0.808229884634259,0,0.806791127202832,0.930331999639077,0,0.930237486190208,0.875730411539229,0,0.875519204907314,0.782024244098956,0,0.781515967618619,0.980626440118852,0,0.980563146274907
0.185906793391343,0.0022019782430629,0.554700196225229,0.00440239584141758,0.165868451833704,0.00217367421952066,0.436435780471985,0.00434371474417981,0.185685812769142,0.00176503183871073,0.52704627669473,0.00352881020878574,0.165624276958734,0.00174184976406131,0.390566732942472,0.00382895362141604,0.254494785768188,0.277020483941239,0.209446084338707,0.253926241399279,0.277444389932485,0.209124359337636,0.00101451449954091,0.872377743547043,0.014065396220412,0.000392959661938364,0.707106781186547,0.0019645987036752,0.00149410537001805,0.530127645234129,0.00300427370226031,0.00108833777594853,0.740405748140003,0.00461332950437335,0.000625355201662982,0.475963816859838,0.00152854738312534
0.65813718828322,0.705734026901659,0,0.705483933587168,0.652641581908943,0.69014156469781,0,0.689564715638544,0.658162711068143,0.70565972911655,0,0.70540916073627,0.652728965681407,0.690120876521089,0,0.689559738547743,0.495307056172495,0.412519633695106,0.599372305182045,0.496391719790602,0.412610423497709,0.59977023317901,0.518529633098688,0,0.517606580911161,0.349734099125144,0,0.349698569254186,0.466228026248778,0,0.466115582453483,0.559365694278518,0,0.559002134672209,0.188857270902221,0,0.188845081242485
0.302607408220944,0.154138477014403,0,0.154083854449615,0.348662255895338,0.232583141488711,0.218217890235992,0.233474667499665,0.30266352619982,0.154263782703318,0.105409255338946,0.154561887144816,0.348614139968188,0.233059498431403,0.130188910980824,0.233566170906379,0.38311043018867,0.295087037241755,0.496877412846082,0.382783692212456,0.295091070564653,0.496477763032895,0.26636641804613,0.293299413778747,0.270280653771437,0.0907736819077621,0,0.0907644601097943,0.0971672121535332,0.170818907908775,0.0976305034974762,0.215577802592393,0.0919149817275991,0.215875372953588,0.0377992477449625,0.0366126012969106,0.0378662874456051
0.204226075951803,0.103492977423956,0.832050294337844,0.106758099154376,0.190240959041922,0.13042045317124,0.872871560943969,0.134655157069574,0.204384852462522,0.103430865748449,0.843274042711568,0.106217187284451,0.190587306906643,0.129941992398973,0.911322376865767,0.134709550135273,0.25996779191374,0.267987207290982,0.238412032172784,0.259863301032393,0.267324736347284,0.238453582329294,0.083302912795637,0.39106588503833,0.089005827282767,0.0626770660791691,0.707106781186547,0.0642423776101791,0.0792715231148901,0.830533310866802,0.0816188995200665,0.170508440424774,0.665846051467798,0.173568275707516,0.0357147304060859,0.878702431125855,0.0373799314600652
